NP_type,Coating,core_size_nm,hydro_size_nm,Surf_charge_mV,Surface_area_m2_g,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,viability_class
MWCNT,None,56.24,,,36.15,,7.8,48.0,16HBE14,Human,Heart,Epithelial,Young,Normal,male,CellTiter_Glo,luciferase,nanotubes,0
Nanotubes,None,68.0,,,,,0.0,96.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,NR,toluylene red,nanotubes,0
MWCNT,None,21.55,183.23,-14.74,,Needle,16.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,nanotubes,0
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
Nanotubes,None,68.0,,,,,0.0,96.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,NR,toluylene red,nanotubes,0
MWCNT,None,12.5,,,177.57,,0.0,48.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,WST-1,TetrazoliumSalt,nanotubes,0
MWCNT,PEG_based,27.3,,-35.6,,Needle,25.0,24.0,Macrophages,Mouse,Peritoneal Cavity,Macrophage,Adult,Normal,,WST-1,TetrazoliumSalt,nanotubes,0
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,None,74.0,,,22.0,,57.0,48.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,0
SWCNT,None,601.7,,-13.0,,Needle,200.0,4.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,MTT,TetrazoliumSalt,nanotubes,1
MWCNT,COOH,25.0,,-10.3,,Needle,200.0,24.0,V79,Hamster,Lung,Fibroblast,Adult,Normal,male,MTS,TetrazoliumSalt,nanotubes,0
SWCNT,None,112.9,,12.9,,Needle,10.0,24.0,mDF,Mouse,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,nanotubes,0
Nanotubes,None,68.0,,,,,0.0,96.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,NR,toluylene red,nanotubes,0
MWCNT,None,,,,,Needle,100.0,72.0,EJ28,Human,Bladder,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,nanotubes,0
SWCNT,COOH,1.5,,-8.1,,Needle,200.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,nanotubes,0
Nanotubes,None,68.0,,,,,0.0,96.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,Live/Dead,toluylene red,nanotubes,0
SWCNT,None,112.9,,12.9,,Needle,1.0,48.0,mDF,Mouse,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,nanotubes,0
MWCNT,None,12.5,,,195.29,,12.5,48.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,LDH,LDHrelease,nanotubes,0
MWCNT,None,5.0,,,,Needle,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,COOH,50.0,,-11.0,,Needle,50.0,24.0,V79,Hamster,Lung,Fibroblast,Adult,Normal,male,MTS,TetrazoliumSalt,nanotubes,0
MWCNT,None,12.5,,,177.57,,200.0,24.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,LDH,LDHrelease,nanotubes,0
MWCNT,None,,,-13.0,,Needle,25.0,24.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,Alamar_Blue,AlamarBlue,nanotubes,1
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,None,5.0,,,,Needle,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
Nanotubes,None,68.0,,,,,0.0,96.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,Live/Dead,toluylene red,nanotubes,0
MWCNT,None,5.0,,,,Needle,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,None,12.5,,,177.57,,100.0,24.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,Trypan_Blue,Trypan_Blue,nanotubes,1
MWCNT,None,15.5,,,233.0,,150.0,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,None,12.0,,,189.0,,0.0,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,0
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
SWCNT,None,1.15,,-15.53,,Needle,100.0,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,XTT,TetrazoliumSalt,nanotubes,0
MWCNT,PEG_based,27.3,,-35.6,,Needle,75.0,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,WST-1,TetrazoliumSalt,nanotubes,0
MWCNT,None,12.5,,,177.57,,0.0,72.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,WST-1,TetrazoliumSalt,nanotubes,0
MWCNT,None,12.5,,,195.29,,25.0,48.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,Trypan_Blue,Trypan_Blue,nanotubes,0
MWCNT,None,12.5,,,177.57,,0.0,24.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,LDH,LDHrelease,nanotubes,0
MWCNT,None,5.0,,,,Needle,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
MWCNT,None,15.5,,,233.0,,25.0,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,0
SWCNT,None,601.7,,-13.0,,Needle,100.0,4.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,Alamar_Blue,AlamarBlue,nanotubes,1
MWCNT,None,5.0,,,,Needle,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,1
